,rtn,pure_rtn,zz500_rtn,in_date,out_date,pub_date
300408.SZA,-2.0192,-0.31020000000000014,-1.71,2018-04-03,2018-04-04,2018-04-02
002708.SZA,2.0147,-0.31630000000000014,2.33,2018-04-24,2018-04-25,2018-04-23
002060.SZA,0.0010999999999999899,-0.3199000000000001,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
002649.SZA,-2.0224,-0.3234,-1.7000000000000002,2018-03-13,2018-03-14,2018-03-12
000042.SZA,-1.0638,-0.3248000000000001,-0.74,2018-07-17,2018-07-18,2018-07-14
430726.SZA,-0.20950000000000002,-0.3305,0.12,2019-04-18,2019-04-19,2019-04-17
000712.SZA,-0.9538,-0.3348,-0.62,2019-10-16,2019-10-17,2019-10-15
688078.SHA,3.7655000000000003,-0.33549999999999935,4.1,2019-12-10,2019-12-11,2019-12-09
837602.SHA,-3.0353,-0.3362999999999997,-2.7,2019-03-21,2019-03-22,2019-03-20
002670.SZA,-0.9557,-0.3367,-0.62,2019-10-16,2019-10-17,2019-10-15
000720.SZA,1.8961999999999999,-0.34480000000000033,2.24,2018-10-31,2018-11-01,2018-10-30
300113.SZA,-4.5591,-0.35009999999999997,-4.21,2018-10-15,2018-10-16,2018-10-12
002052.SZA,1.0085,-0.35250000000000015,1.36,2019-04-02,2019-04-03,2019-03-30
300428.SZA,1.0956,-0.35540000000000027,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002287.SZA,-0.0363,-0.35730000000000006,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
300599.SZA,-0.513,-0.364,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
002190.SZA,-0.6049,-0.3759000000000001,-0.22999999999999987,2019-06-27,2019-06-28,2019-06-26
000999.SZA,3.4124999999999996,-0.3785000000000004,3.79,2019-03-15,2019-03-18,2019-03-14
002130.SZA,-1.2797,-0.38070000000000004,-0.9,2018-04-02,2018-04-03,2018-03-30
002340.SZA,0.45,-0.39099999999999996,0.84,2018-05-02,2018-05-03,2018-04-27
600928.SHA,0.45,-0.39099999999999996,0.84,2019-01-16,2019-01-17,2019-01-15
002571.SZA,-1.0158,-0.39680000000000004,-0.62,2019-10-16,2019-10-17,2019-10-15
002609.SZA,-1.3458999999999999,-0.3968999999999999,-0.95,2019-10-23,2019-10-24,2019-10-22
603662.SHA,0.2047000000000001,-0.4062999999999999,0.61,2019-07-17,2019-07-18,2019-07-16
600834.SHA,1.0074,-0.41359999999999986,1.42,2019-11-01,2019-11-04,2019-10-31
601005.SHA,1.4354,-0.4156000000000001,1.85,2018-08-20,2018-08-21,2018-08-17
600673.SHA,2.3591,-0.43189999999999984,2.79,2018-07-09,2018-07-10,2018-07-06
600216.SHA,-0.7012,-0.43220000000000003,-0.27,2018-10-25,2018-10-26,2018-10-24
831672.SHA,-4.6445,-0.4354999999999999,-4.21,2018-07-10,2018-07-11,2018-07-09
835705.SHA,-2.2549,-0.43590000000000007,-1.82,2018-10-16,2018-10-17,2018-10-15
300782.SZA,-2.2549,-0.43590000000000007,-1.82,2019-10-15,2019-10-16,2019-10-14
002545.SZA,-0.7143,-0.44530000000000003,-0.27,2018-10-25,2018-10-26,2018-10-24
300407.SZA,1.0023,-0.4487000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
600187.SHA,0.38680000000000003,-0.45419999999999994,0.84,2018-05-02,2018-05-03,2018-04-27
300185.SZA,-0.4444,-0.4554,0.010000000000000009,2018-03-28,2018-03-29,2018-03-27
002293.SZA,-0.908,-0.459,-0.45,2018-10-24,2018-10-25,2018-10-23
600720.SHA,-2.7895000000000003,-0.46050000000000024,-2.33,2019-04-11,2019-04-12,2019-04-10
300160.SZA,-1.0811,-0.46209999999999996,-0.62,2019-10-16,2019-10-17,2019-10-15
002097.SZA,-0.14200000000000002,-0.4630000000000001,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
300262.SZA,-0.662,-0.4630000000000001,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
300769.SZA,-2.2832,-0.46419999999999983,-1.82,2019-10-15,2019-10-16,2019-10-12
600159.SHA,4.8807,-0.4702999999999996,5.35,2019-02-01,2019-02-11,2019-01-31
002508.SZA,-0.5102,-0.47119999999999995,-0.04000000000000001,2019-08-28,2019-08-29,2019-08-27
002738.SZA,-1.0921,-0.4731000000000001,-0.62,2019-10-16,2019-10-17,2019-10-15
000633.SZA,4.875,-0.47599999999999965,5.35,2019-02-01,2019-02-11,2019-01-31
200045.SZA,-1.0954,-0.47639999999999993,-0.62,2019-04-16,2019-04-17,2019-04-13
002906.SZA,-1.0954,-0.47639999999999993,-0.62,2019-10-16,2019-10-17,2019-10-15
002240.SZA,1.4444,-0.4766,1.92,2018-04-18,2018-04-19,2018-04-17
002377.SZA,3.6211,-0.47989999999999944,4.1,2019-04-01,2019-04-02,2019-03-29
002912.SZA,-0.34420000000000006,-0.49520000000000003,0.14999999999999997,2018-08-13,2018-08-14,2018-08-10
000859.SZA,-0.6455,-0.49649999999999994,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
000543.SZA,-0.6474,-0.49839999999999995,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
300653.SZA,-2.3174,-0.49840000000000007,-1.82,2019-10-15,2019-10-16,2019-10-14
002112.SZA,-0.14429999999999998,-0.5053,0.36,2019-07-11,2019-07-12,2019-07-10
002599.SZA,0.412,-0.509,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
600150.SHA,1.9899000000000002,-0.5110999999999998,2.5,2018-08-27,2018-08-28,2018-08-24
002444.SZA,0.24639999999999995,-0.5146000000000001,0.76,2018-07-11,2018-07-12,2018-07-10
002484.SZA,1.473,-0.5180000000000001,1.9900000000000002,2018-08-24,2018-08-27,2018-08-23
837865.SHA,0.23700000000000002,-0.524,0.76,2018-07-05,2018-07-06,2018-07-04
600866.SHA,-1.4731999999999998,-0.5241999999999999,-0.95,2019-10-23,2019-10-24,2019-10-22
000968.SZA,-0.44570000000000004,-0.5267000000000001,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
831822.SHA,-2.1766,-0.5276,-1.6500000000000001,2019-09-24,2019-09-25,2019-09-23
002685.SZA,-2.1766,-0.5276,-1.6500000000000001,2018-04-26,2018-04-27,2018-04-25
002751.SZA,-0.4471,-0.5281,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
300490.SZA,-2.3501000000000003,-0.5311000000000002,-1.82,2019-10-15,2019-10-16,2019-10-14
300355.SZA,-0.7357000000000002,-0.5367000000000003,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
000040.SZA,4.811,-0.5399999999999997,5.35,2019-02-01,2019-02-11,2019-01-31
300581.SZA,-2.7694,-0.5404000000000001,-2.23,2019-04-10,2019-04-11,2019-04-09
002223.SZA,-2.5715,-0.5424999999999996,-2.0300000000000002,2018-10-23,2018-10-24,2018-10-20
603429.SHA,0.8943999999999999,-0.5466000000000001,1.44,2018-03-30,2018-04-02,2018-03-29
300479.SZA,-3.7409999999999997,-0.5519999999999997,-3.19,2019-07-08,2019-07-09,2019-07-05
600176.SHA,-2.5115,-0.5524999999999999,-1.96,2018-10-17,2018-10-18,2018-10-16
002673.SZA,-1.3155000000000001,-0.5565000000000001,-0.76,2019-07-10,2019-07-11,2019-07-09
300472.SZA,1.43,-0.5609999999999998,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002585.SZA,2.75,-0.5709999999999998,3.32,2018-07-12,2018-07-13,2018-07-11
300808.SZA,2.75,-0.5709999999999998,3.32,2019-11-12,2019-11-13,2019-11-11
002687.SZA,-0.9448,-0.5758,-0.37,2018-08-28,2018-08-29,2018-08-27
400070.SZA,-2.2671,-0.5881000000000002,-1.68,2018-04-17,2018-04-18,2018-04-14
000023.SZA,2.0761,-0.5949000000000001,2.67,2019-04-16,2019-04-17,2019-04-13
600456.SHA,1.8947,-0.5963000000000002,2.49,2018-07-23,2018-07-24,2018-07-20
300582.SZA,0.8514999999999999,-0.5995000000000003,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002093.SZA,0.30810000000000004,-0.6128999999999999,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002014.SZA,7.0877,-0.6132999999999994,7.699999999999999,2018-10-19,2018-10-22,2018-10-18
300321.SZA,0.14329999999999998,-0.6177,0.76,2018-07-11,2018-07-12,2018-07-10
002137.SZA,-2.449399999999999,-0.6203999999999988,-1.83,2018-04-25,2018-04-26,2018-04-24
000809.SZA,-0.831,-0.632,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
835033.SHA,1.6920000000000002,-0.6389999999999999,2.33,2020-01-02,2020-01-03,2019-12-31
600567.SHA,-0.9585000000000001,-0.6395000000000001,-0.32000000000000006,2018-07-03,2018-07-04,2018-07-02
002128.SZA,0.35709999999999986,-0.6439000000000001,1.0,2018-08-10,2018-08-13,2018-08-09
300006.SZA,-0.8445,-0.6455000000000001,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
300322.SZA,-0.2075,-0.6485,0.44,2018-03-19,2018-03-20,2018-03-16
002126.SZA,1.9671,-0.6638999999999998,2.63,2018-10-30,2018-10-31,2018-10-27
900946.SHA,1.9671,-0.6638999999999998,2.63,2019-10-28,2019-10-29,2019-10-25
002762.SZA,-1.0396999999999998,-0.6706999999999999,-0.37,2018-08-28,2018-08-29,2018-08-27
000731.SZA,1.5671,-0.6739000000000003,2.24,2018-10-31,2018-11-01,2018-10-30
300238.SZA,-3.2548999999999997,-0.6758999999999996,-2.58,2018-08-30,2018-08-31,2018-08-29
002317.SZA,-0.06519999999999992,-0.6761999999999998,0.6099999999999999,2018-08-06,2018-08-07,2018-08-03
002022.SZA,-1.0468,-0.6778,-0.37,2018-08-28,2018-08-29,2018-08-25
600617.SHA,1.3118000000000003,-0.6791999999999995,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002497.SZA,-1.8115,-0.6825000000000002,-1.13,2018-08-17,2018-08-20,2018-08-16
603739.SHA,-0.6842000000000001,-0.6852000000000001,0.0,2018-12-25,2018-12-26,2018-12-24
002440.SZA,-1.5856,-0.6865999999999999,-0.9,2018-04-02,2018-04-03,2018-03-30
601599.SHA,0.32319999999999993,-0.6878000000000001,1.01,2018-04-10,2018-04-11,2018-04-05
870239.SHA,0.32319999999999993,-0.6878000000000001,1.01,2019-03-01,2019-03-04,2019-02-28
300329.SZA,-3.2077,-0.6887,-2.52,2018-10-12,2018-10-15,2018-10-11
300445.SZA,-1.5932,-0.6941999999999999,-0.9,2018-04-02,2018-04-03,2018-03-30
603617.SHA,-1.4133,-0.6943,-0.72,2019-01-25,2019-01-28,2019-01-24
002810.SZA,1.288,-0.7030000000000002,1.9900000000000002,2018-08-24,2018-08-27,2018-08-23
000785.SZA,0.052200000000000024,-0.7088,0.76,2018-07-11,2018-07-12,2018-07-10
002731.SZA,-2.4198,-0.7108,-1.71,2018-04-03,2018-04-04,2018-03-31
600884.SHA,2.4181000000000004,-0.7128999999999995,3.13,2018-10-22,2018-10-23,2018-10-19
600872.SHA,-1.458,-0.719,-0.74,2018-07-17,2018-07-18,2018-07-14
300761.SZA,-2.5380000000000003,-0.7190000000000002,-1.82,2019-10-15,2019-10-16,2019-10-12
002074.SZA,-1.2883,-0.7192999999999999,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
000858.SZA,-0.5994000000000002,-0.7204000000000002,0.12,2019-08-07,2019-08-08,2019-08-06
002266.SZA,0.831,-0.7300000000000001,1.56,2018-09-03,2018-09-04,2018-08-31
300328.SZA,-2.9667,-0.7376999999999999,-2.23,2019-01-29,2019-01-30,2019-01-28
300193.SZA,0.013000000000000123,-0.7479999999999998,0.7599999999999999,2019-01-14,2019-01-15,2019-01-11
000958.SZA,-3.2694,-0.7504000000000001,-2.52,2018-10-12,2018-10-15,2018-10-11
603330.SHA,-0.9021,-0.7531,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
300282.SZA,0.007800000000000029,-0.7532,0.76,2018-07-11,2018-07-12,2018-07-10
603259.SHA,4.5944,-0.7565999999999994,5.35,2019-02-01,2019-02-11,2019-01-31
002212.SZA,3.0903,-0.7607,3.85,2018-11-01,2018-11-02,2018-10-31
300740.SZA,0.0,-0.761,0.76,2018-07-11,2018-07-12,2018-07-10
002125.SZA,-1.1964000000000001,-0.7674000000000001,-0.43000000000000005,2018-03-16,2018-03-19,2018-03-15
002409.SZA,0.6534000000000001,-0.7675999999999998,1.42,2019-11-01,2019-11-04,2019-10-31
002581.SZA,-0.6076999999999999,-0.7686999999999998,0.15999999999999998,2019-08-20,2019-08-21,2019-08-17
300569.SZA,-2.9988,-0.7698000000000002,-2.23,2019-04-10,2019-04-11,2019-04-09
000409.SZA,-4.9875,-0.7784999999999999,-4.21,2018-10-15,2018-10-16,2018-10-12
002737.SZA,-2.0177,-0.7787000000000001,-1.24,2019-04-12,2019-04-15,2019-04-11
600756.SHA,4.5636,-0.7873999999999995,5.35,2019-02-01,2019-02-11,2019-01-31
601068.SHA,1.2027,-0.7882999999999997,1.9899999999999998,2018-07-24,2018-07-25,2018-07-23
601216.SHA,-1.5281,-0.7891,-0.74,2018-07-17,2018-07-18,2018-07-14
839706.SHA,-2.9496,-0.7906000000000001,-2.16,2019-01-29,2019-01-30,2019-01-28
002422.SZA,-2.9496,-0.7906000000000001,-2.16,2018-08-29,2018-08-30,2018-08-28
000818.SZA,-0.7943999999999999,-0.7953999999999999,0.0,2018-01-31,2018-02-01,2018-01-30
002593.SZA,1.0521,-0.8088999999999998,1.8599999999999999,2019-05-24,2019-05-27,2019-05-23
002289.SZA,0.6120000000000001,-0.8089999999999998,1.42,2019-11-01,2019-11-04,2019-10-31
002140.SZA,-1.3829,-0.8139,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
000626.SZA,-1.4355,-0.8165,-0.62,2019-10-16,2019-10-17,2019-10-15
002877.SZA,-1.4359000000000002,-0.8169000000000002,-0.62,2019-10-16,2019-10-17,2019-10-15
002389.SZA,1.7055,-0.8255000000000002,2.5300000000000002,2019-10-25,2019-10-28,2019-10-24
600601.SHA,-2.656,-0.8270000000000001,-1.83,2019-01-30,2019-01-31,2019-01-29
002597.SZA,-0.28690000000000004,-0.8279000000000001,0.54,2018-03-01,2018-03-02,2018-02-28
000401.SZA,-0.4780000000000002,-0.8390000000000002,0.36,2019-07-11,2019-07-12,2019-07-10
002005.SZA,0.0,-0.841,0.84,2018-05-02,2018-05-03,2018-04-27
002628.SZA,-1.4636,-0.8446,-0.62,2019-10-16,2019-10-17,2019-10-15
300770.SZA,-0.8127,-0.8537,0.03999999999999998,2019-07-04,2019-07-05,2019-07-03
600330.SHA,-0.7949,-0.8559,0.06,2019-01-24,2019-01-25,2019-01-23
600129.SHA,-3.835,-0.856,-2.98,2019-04-24,2019-04-25,2019-04-23
002163.SZA,-2.6754,-0.8563999999999997,-1.82,2019-10-15,2019-10-16,2019-10-12
002283.SZA,-1.7597,-0.8607,-0.9,2018-04-02,2018-04-03,2018-03-30
000860.SZA,0.8500999999999999,-0.8609000000000003,1.7100000000000002,2018-06-29,2018-07-02,2018-06-28
000539.SZA,-1.4888,-0.8697999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
300692.SZA,0.5792999999999999,-0.8717000000000003,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002303.SZA,-2.7073,-0.8783,-1.83,2018-04-25,2018-04-26,2018-04-24
601002.SHA,1.3599,-0.8811000000000001,2.24,2018-10-31,2018-11-01,2018-10-30
002646.SZA,4.4564,-0.8945999999999993,5.35,2019-02-01,2019-02-11,2019-01-31
002520.SZA,1.6044,-0.8966,2.5,2018-08-27,2018-08-28,2018-08-24
002064.SZA,-2.7271,-0.8981,-1.83,2018-04-25,2018-04-26,2018-04-24
002367.SZA,-0.6092,-0.9002,0.29000000000000004,2019-10-28,2019-10-29,2019-10-25
002226.SZA,-1.5683,-0.9093,-0.66,2019-08-23,2019-08-26,2019-08-22
002538.SZA,4.4355,-0.9154999999999994,5.35,2019-02-01,2019-02-11,2019-01-31
002255.SZA,0.005099999999999993,-0.9158999999999999,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002551.SZA,0.0026999999999999247,-0.9183,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002081.SZA,-3.4979,-0.9188999999999999,-2.58,2018-08-30,2018-08-31,2018-08-29
900933.SHA,0.0,-0.9209999999999999,0.9199999999999999,2019-04-11,2019-04-12,2019-04-10
002183.SZA,0.0,-0.9209999999999999,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
600682.SHA,0.0,-0.9209999999999999,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
603318.SHA,0.0,-0.9209999999999999,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002739.SZA,0.0,-0.9209999999999999,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
600397.SHA,-2.7502,-0.9211999999999999,-1.83,2019-01-30,2019-01-31,2019-01-29
300342.SZA,0.5284,-0.9226000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
002773.SZA,-0.08720000000000017,-0.9282000000000001,0.84,2018-05-02,2018-05-03,2018-04-27
300268.SZA,-1.1318,-0.9328,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
000783.SZA,-1.5527,-0.9337,-0.62,2019-10-16,2019-10-17,2019-10-15
300538.SZA,0.5146999999999999,-0.9363000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
000691.SZA,-3.1812,-0.9522,-2.23,2019-01-29,2019-01-30,2019-01-26
002864.SZA,-0.6317,-0.9527000000000001,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
002007.SZA,-1.3269,-0.9579,-0.37,2018-08-28,2018-08-29,2018-08-27
002399.SZA,-3.5373,-0.9583,-2.58,2018-08-30,2018-08-31,2018-08-29
002301.SZA,-1.3344,-0.9654,-0.37,2018-08-28,2018-08-29,2018-08-27
603308.SHA,0.4554999999999998,-0.9655000000000001,1.42,2019-11-01,2019-11-04,2019-10-31
600809.SHA,-0.2061,-0.9671,0.76,2018-04-09,2018-04-10,2018-04-04
832080.SHA,-0.2061,-0.9671,0.76,2019-03-01,2019-03-04,2019-02-28
300345.SZA,-1.5915,-0.9724999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
000553.SZA,-1.6920000000000002,-0.9730000000000002,-0.72,2019-01-25,2019-01-28,2019-01-24
002342.SZA,6.1195,-0.9814999999999993,7.1,2019-03-29,2019-04-01,2019-03-28
603596.SHA,54.0328,-0.9879000000000001,0.08000000000000002,2018-03-20,2018-03-21,2018-03-19
430225.SZA,54.0328,-0.9879000000000001,0.08000000000000002,2019-03-01,2019-03-04,2019-02-28
300750.SZA,-0.9069,-0.9879000000000001,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
002602.SZA,-0.06959999999999988,-0.9905999999999998,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
300365.SZA,-0.7707999999999999,-0.9917999999999999,0.21999999999999997,2018-09-25,2018-09-26,2018-09-21
002034.SZA,-1.6714,-0.9924000000000001,-0.6799999999999999,2018-10-29,2018-10-30,2018-10-26
600186.SHA,-2.9036,-0.9945999999999998,-1.9100000000000001,2019-08-01,2019-08-02,2019-07-31
000755.SZA,-0.9169,-0.9979000000000001,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
002503.SZA,-1.5674,-0.9983999999999998,-0.5700000000000001,2018-08-31,2018-09-03,2018-08-30
831813.SHA,1.6265,-1.0044999999999997,2.63,2018-07-17,2018-07-18,2018-07-16
002432.SZA,1.6265,-1.0044999999999997,2.63,2018-10-30,2018-10-31,2018-10-29
300409.SZA,0.0,-1.011,1.01,2018-04-10,2018-04-11,2018-04-09
300348.SZA,0.0,-1.011,1.01,2018-04-10,2018-04-11,2018-04-09
300420.SZA,-1.221,-1.022,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
002743.SZA,-0.10719999999999996,-1.0281999999999998,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002473.SZA,-1.7792,-1.0401999999999998,-0.74,2018-07-17,2018-07-18,2018-07-14
002544.SZA,-3.744,-1.045,-2.7,2019-10-29,2019-10-30,2019-10-26
600429.SHA,-2.9579,-1.0488999999999997,-1.9100000000000001,2019-08-01,2019-08-02,2019-07-31
000059.SZA,1.6124,-1.0585999999999998,2.67,2019-04-16,2019-04-17,2019-04-13
300044.SZA,-2.7714,-1.0623999999999998,-1.71,2018-04-03,2018-04-04,2018-03-31
002553.SZA,-5.2623999999999995,-1.0933999999999995,-4.17,2018-07-04,2018-07-05,2018-07-03
603959.SHA,4.2568,-1.0941999999999994,5.35,2019-02-01,2019-02-11,2019-01-31
002045.SZA,-1.7147000000000001,-1.0957,-0.62,2019-10-16,2019-10-17,2019-10-15
300331.SZA,-0.34389999999999965,-1.1048999999999995,0.76,2018-07-11,2018-07-12,2018-07-10
600533.SHA,4.2457,-1.1052999999999993,5.35,2019-02-01,2019-02-11,2019-01-31
000411.SZA,0.38270000000000004,-1.1182999999999998,1.5,2019-08-27,2019-08-28,2019-08-24
002282.SZA,5.9822,-1.1187999999999998,7.1,2019-03-29,2019-04-01,2019-03-28
603898.SHA,-1.5121000000000002,-1.1431,-0.3700000000000001,2018-07-02,2018-07-03,2018-06-29
002654.SZA,-2.9535,-1.1444999999999999,-1.81,2019-10-30,2019-10-31,2019-10-29
000708.SZA,0.8448,-1.1461999999999997,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
603995.SHA,0.8448,-1.1461999999999997,1.9899999999999998,2019-11-13,2019-11-14,2019-11-12
002846.SZA,-1.7671000000000001,-1.1481,-0.62,2019-10-16,2019-10-17,2019-10-15
832585.SHA,-1.8876,-1.1485999999999998,-0.74,2019-02-28,2019-03-01,2019-02-27
000150.SZA,-1.8876,-1.1485999999999998,-0.74,2018-07-17,2018-07-18,2018-07-14
300532.SZA,-2.9744,-1.1554,-1.82,2019-10-15,2019-10-16,2019-10-14
002049.SZA,-5.9793,-1.1602999999999999,-4.82,2019-04-25,2019-04-26,2019-04-24
002206.SZA,-0.15949999999999998,-1.1604999999999999,1.0,2018-08-08,2018-08-09,2018-08-07
002114.SZA,-1.7798,-1.1608,-0.62,2019-10-16,2019-10-17,2019-10-15
600863.SHA,0.7562,-1.1647999999999998,1.92,2018-04-18,2018-04-19,2018-04-17
600491.SHA,4.1775,-1.1734999999999993,5.35,2019-02-01,2019-02-11,2019-01-31
300617.SZA,-5.382599999999999,-1.173599999999999,-4.21,2018-10-15,2018-10-16,2018-10-12
601200.SHA,-1.8939,-1.1748999999999998,-0.72,2019-01-25,2019-01-28,2019-01-24
300513.SZA,-0.17170000000000002,-1.1826999999999999,1.01,2018-04-10,2018-04-11,2018-04-09
002709.SZA,-1.7533000000000003,-1.1843000000000001,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
200539.SZA,-3.0143,-1.1852999999999998,-1.83,2019-04-15,2019-04-16,2019-04-12
600657.SHA,-3.0143,-1.1852999999999998,-1.83,2019-01-30,2019-01-31,2019-01-29
002294.SZA,0.7328,-1.1881999999999997,1.92,2018-04-18,2018-04-19,2018-04-17
300380.SZA,-3.0143999999999997,-1.1953999999999996,-1.82,2019-10-15,2019-10-16,2019-10-14
002327.SZA,0.12519999999999998,-1.1958,1.32,2018-04-23,2018-04-24,2018-04-20
600857.SHA,-1.1403,-1.2013,0.06,2019-01-24,2019-01-25,2019-01-23
002674.SZA,-4.1812,-1.2021999999999995,-2.98,2019-04-24,2019-04-25,2019-04-23
600888.SHA,-0.4424,-1.2033999999999998,0.7599999999999999,2019-01-14,2019-01-15,2019-01-11
002321.SZA,-1.4727,-1.2036999999999998,-0.27,2018-10-25,2018-10-26,2018-10-24
600195.SHA,-3.7843,-1.2052999999999998,-2.58,2018-08-30,2018-08-31,2018-08-29
300173.SZA,0.0,-1.2109999999999999,1.21,2018-03-27,2018-03-28,2018-03-26
000993.SZA,1.4592,-1.2117999999999998,2.67,2019-04-16,2019-04-17,2019-04-13
002065.SZA,1.4184,-1.2125999999999997,2.63,2018-10-30,2018-10-31,2018-10-29
002292.SZA,2.8884,-1.2125999999999997,4.1,2019-04-01,2019-04-02,2019-03-29
600973.SHA,4.1304,-1.2205999999999997,5.35,2019-02-01,2019-02-11,2019-01-31
000557.SZA,-1.1396,-1.2206,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
300593.SZA,0.43890000000000007,-1.2221,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
603733.SHA,0.43890000000000007,-1.2221,1.6600000000000001,2018-03-29,2018-03-30,2018-03-28
300022.SZA,-5.4394,-1.2304,-4.21,2018-10-15,2018-10-16,2018-10-12
000932.SZA,-3.6620999999999997,-1.2330999999999999,-2.4299999999999997,2018-07-05,2018-07-06,2018-07-04
000893.SZA,-1.8526,-1.2336,-0.62,2019-10-16,2019-10-17,2019-10-15
600575.SHA,-2.7252,-1.2362,-1.49,2019-01-28,2019-01-29,2019-01-25
603999.SHA,-0.7259,-1.2368999999999999,0.51,2019-07-29,2019-07-30,2019-07-26
002600.SZA,-4.4331,-1.2440999999999995,-3.19,2019-07-08,2019-07-09,2019-07-05
000100.SZA,-1.3937,-1.2447,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
603897.SHA,2.0742,-1.2468,3.32,2018-03-20,2018-03-21,2018-03-19
000961.SZA,-0.4915,-1.2525,0.76,2018-07-11,2018-07-12,2018-07-10
300332.SZA,-3.4827000000000004,-1.2537000000000003,-2.23,2019-04-10,2019-04-11,2019-04-09
600793.SHA,-1.2853999999999999,-1.2563999999999997,-0.030000000000000027,2019-04-17,2019-04-18,2019-04-16
002631.SZA,1.3739999999999999,-1.257,2.63,2018-10-30,2018-10-31,2018-10-27
000066.SZA,-2.5878,-1.2588,-1.33,2019-01-22,2019-01-23,2019-01-21
002607.SZA,-3.0946,-1.2655999999999996,-1.83,2019-01-30,2019-01-31,2019-01-29
000810.SZA,-2.0258,-1.2667999999999997,-0.76,2019-07-10,2019-07-11,2019-07-09
002138.SZA,-3.6982,-1.2692,-2.4299999999999997,2018-08-14,2018-08-15,2018-08-11
600968.SHA,1.0535999999999999,-1.2774,2.33,2019-06-06,2019-06-10,2019-06-05
002339.SZA,0.9622999999999999,-1.2787000000000002,2.24,2018-10-31,2018-11-01,2018-10-30
300362.SZA,-0.2724,-1.2833999999999999,1.01,2018-04-10,2018-04-11,2018-04-09
603713.SHA,-0.2724,-1.2833999999999999,1.01,2018-06-26,2018-06-27,2018-06-25
002195.SZA,-2.9976,-1.2985999999999998,-1.7,2018-10-26,2018-10-29,2018-10-25
000408.SZA,-2.0087,-1.2996999999999999,-0.7100000000000002,2018-06-21,2018-06-22,2018-06-20
830879.SHA,-3.0046,-1.3055999999999996,-1.7000000000000002,2019-03-07,2019-03-08,2019-03-06
300323.SZA,-3.0046,-1.3055999999999996,-1.7000000000000002,2018-03-13,2018-03-14,2018-03-12
002039.SZA,0.13269999999999998,-1.3082999999999998,1.44,2018-03-30,2018-04-02,2018-03-29
002741.SZA,4.0365,-1.3144999999999993,5.35,2019-02-01,2019-02-11,2019-01-31
000966.SZA,-1.1877,-1.3186999999999998,0.1299999999999999,2019-10-14,2019-10-15,2019-10-11
300572.SZA,0.34209999999999985,-1.3189000000000002,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
002878.SZA,-0.9984000000000002,-1.3194000000000001,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
603068.SHA,-1.2601,-1.3211,0.06,2019-03-26,2019-03-27,2019-03-25
600505.SHA,-3.1561000000000003,-1.3271000000000002,-1.83,2019-01-30,2019-01-31,2019-01-29
